Ente;Liste/Gruppi;Voti;Year
SICILIA;LISTA PANNELLA;5265;1992
SICILIA;FEDERALISMO-PENS.UV.;2596;1992
SICILIA;LEGA LOMBARDA;2018;1992
SARDEGNA;DC;349465;1992
SARDEGNA;PSI;159562;1992
SARDEGNA;PDS;148174;1992
SARDEGNA;FEDERALISMO-PENS.UV.;69554;1992
SARDEGNA;RIFONDAZIONE COMUNISTA;69085;1992
SARDEGNA;PRI;54370;1992
SARDEGNA;MSI-DN;53729;1992
SARDEGNA;PSDI;43413;1992
SARDEGNA;PLI;29155;1992
SARDEGNA;FEDERAZIONE DEI VERDI;24340;1992
SARDEGNA;PARTIDU INDIP.;15059;1992
SARDEGNA;LISTA PANNELLA;10341;1992
SARDEGNA;LISTA REFERENDUM;8454;1992
SARDEGNA;LEGA LOMBARDA;3530;1992
VALLE D'AOSTA;L.VALLE D'AOSTA;41404;1992
VALLE D'AOSTA;GRUPPO DOLCHI-FOSSON;30724;1992
VALLE D'AOSTA;FEDERAZIONE DEI VERDI;4964;1992
VALLE D'AOSTA;RIFONDAZIONE COMUNISTA;3073;1992
VALLE D'AOSTA;MSI-DN;2355;1992
VALLE D'AOSTA;PARTITO PENSIONATI;992;1992
FRIULI VENEZIA GIULIA;DC;41925;1992
FRIULI VENEZIA GIULIA;PSI;39273;1992
FRIULI VENEZIA GIULIA;PDS;24396;1992
FRIULI VENEZIA GIULIA;MSI-DN;23871;1992
FRIULI VENEZIA GIULIA;LEGA LOMBARDA;15614;1992
FRIULI VENEZIA GIULIA;RIFONDAZIONE COMUNISTA;14059;1992
FRIULI VENEZIA GIULIA;PRI;9192;1992
FRIULI VENEZIA GIULIA;FEDERAZIONE DEI VERDI;7082;1992
FRIULI VENEZIA GIULIA;PLI;6732;1992
FRIULI VENEZIA GIULIA;FEDERALISMO-PENS.UV.;3905;1992
FRIULI VENEZIA GIULIA;PSDI;2260;1992
FRIULI VENEZIA GIULIA;PARTITO PENSIONATI;2231;1992
FRIULI VENEZIA GIULIA;LISTA REFERENDUM;1979;1992
FRIULI VENEZIA GIULIA;VERDI FEDERALISTI;1977;1992
FRIULI VENEZIA GIULIA;LEGA DELLE LEGHE;807;1992
PIEMONTE 1;LEGA;244560;2018
PIEMONTE 1;FORZA ITALIA;154612;2018
PIEMONTE 1;FRATELLI D'ITALIA CON GIORGIA MELONI;45740;2018
PIEMONTE 1;NOI CON L'ITALIA - UDC;7460;2018
PIEMONTE 1;MOVIMENTO 5 STELLE;364095;2018
PIEMONTE 1;PARTITO DEMOCRATICO;286292;2018
PIEMONTE 1;+EUROPA;60525;2018
PIEMONTE 1;ITALIA EUROPA INSIEME;5801;2018
PIEMONTE 1;CIVICA POPOLARE LORENZIN;5306;2018
PIEMONTE 1;LIBERI E UGUALI;57587;2018
PIEMONTE 1;POTERE AL POPOLO!;17220;2018
PIEMONTE 1;CASAPOUND ITALIA;13324;2018
PIEMONTE 1;IL POPOLO DELLA FAMIGLIA;8518;2018
PIEMONTE 1;PARTITO VALORE UMANO;4407;2018
PIEMONTE 2;LEGA;308766;2018
PIEMONTE 2;FORZA ITALIA;173590;2018
PIEMONTE 2;FRATELLI D'ITALIA CON GIORGIA MELONI;52950;2018
PIEMONTE 2;NOI CON L'ITALIA - UDC;10925;2018
PIEMONTE 2;MOVIMENTO 5 STELLE;284645;2018
PIEMONTE 2;PARTITO DEMOCRATICO;214821;2018
PIEMONTE 2;+EUROPA;38057;2018
PIEMONTE 2;CIVICA POPOLARE LORENZIN;6544;2018
PIEMONTE 2;ITALIA EUROPA INSIEME;5120;2018
PIEMONTE 2;LIBERI E UGUALI;34977;2018
PIEMONTE 2;CASAPOUND ITALIA;11652;2018
PIEMONTE 2;POTERE AL POPOLO!;10878;2018
PIEMONTE 2;IL POPOLO DELLA FAMIGLIA;7680;2018
PIEMONTE 2;ITALIA AGLI ITALIANI;7016;2018
PIEMONTE 2;PARTITO VALORE UMANO;4820;2018
LOMBARDIA 1;LEGA;483923;2018
LOMBARDIA 1;FORZA ITALIA;312418;2018
LOMBARDIA 1;FRATELLI D'ITALIA CON GIORGIA MELONI;86818;2018
LOMBARDIA 1;NOI CON L'ITALIA - UDC;22747;2018
LOMBARDIA 1;PARTITO DEMOCRATICO;508210;2018
LOMBARDIA 1;+EUROPA;102070;2018
LOMBARDIA 1;ITALIA EUROPA INSIEME;13513;2018
LOMBARDIA 1;CIVICA POPOLARE LORENZIN;8254;2018
LOMBARDIA 1;MOVIMENTO 5 STELLE;508485;2018
LOMBARDIA 1;LIBERI E UGUALI;76546;2018
LOMBARDIA 1;POTERE AL POPOLO!;22546;2018
LOMBARDIA 1;CASAPOUND ITALIA;18643;2018
LOMBARDIA 1;IL POPOLO DELLA FAMIGLIA;9266;2018
LOMBARDIA 1;10 VOLTE MEGLIO;6486;2018
LOMBARDIA 1;ITALIA AGLI ITALIANI;5262;2018
LOMBARDIA 1;PER UNA SINISTRA RIVOLUZIONARIA;3969;2018
LOMBARDIA 1;PARTITO REPUBBLICANO ITALIANO - ALA;1852;2018
LOMBARDIA 2;LEGA;389333;2018
LOMBARDIA 2;FORZA ITALIA;168322;2018
LOMBARDIA 2;FRATELLI D'ITALIA CON GIORGIA MELONI;47814;2018
LOMBARDIA 2;NOI CON L'ITALIA - UDC;12978;2018
LOMBARDIA 2;PARTITO DEMOCRATICO;230870;2018
LOMBARDIA 2;+EUROPA;33773;2018
LOMBARDIA 2;ITALIA EUROPA INSIEME;4517;2018
LOMBARDIA 2;CIVICA POPOLARE LORENZIN;4241;2018
LOMBARDIA 2;MOVIMENTO 5 STELLE;251991;2018
LOMBARDIA 2;LIBERI E UGUALI;28653;2018
LOMBARDIA 2;CASAPOUND ITALIA;12597;2018
LOMBARDIA 2;IL POPOLO DELLA FAMIGLIA;8623;2018
LOMBARDIA 2;POTERE AL POPOLO!;6963;2018
LOMBARDIA 2;ITALIA AGLI ITALIANI;4725;2018
LOMBARDIA 2;GRANDE NORD;4486;2018
LOMBARDIA 2;10 VOLTE MEGLIO;2955;2018
LOMBARDIA 2;PER UNA SINISTRA RIVOLUZIONARIA;2556;2018
LOMBARDIA 2;PARTITO VALORE UMANO;2204;2018
LOMBARDIA 2;PARTITO REPUBBLICANO ITALIANO - ALA;824;2018
LOMBARDIA 2;BLOCCO NAZIONALE PER LE LIBERTA';767;2018
LOMBARDIA 3;LEGA;434644;2018
LOMBARDIA 3;FORZA ITALIA;161834;2018
LOMBARDIA 3;FRATELLI D'ITALIA CON GIORGIA MELONI;55076;2018
LOMBARDIA 3;NOI CON L'ITALIA - UDC;10874;2018
LOMBARDIA 3;PARTITO DEMOCRATICO;254350;2018
LOMBARDIA 3;+EUROPA;30705;2018
LOMBARDIA 3;ITALIA EUROPA INSIEME;4953;2018
LOMBARDIA 3;CIVICA POPOLARE LORENZIN;4936;2018
LOMBARDIA 3;MOVIMENTO 5 STELLE;227508;2018
LOMBARDIA 3;LIBERI E UGUALI;31328;2018
LOMBARDIA 3;CASAPOUND ITALIA;14113;2018
LOMBARDIA 3;POTERE AL POPOLO!;11294;2018
LOMBARDIA 3;IL POPOLO DELLA FAMIGLIA;9996;2018
LOMBARDIA 3;ITALIA AGLI ITALIANI;7000;2018
LOMBARDIA 3;GRANDE NORD;4408;2018
LOMBARDIA 3;10 VOLTE MEGLIO;1261;2018
LOMBARDIA 3;PARTITO REPUBBLICANO ITALIANO - ALA;1048;2018
LOMBARDIA 3;ITALIA NEL CUORE;574;2018
LOMBARDIA 4;LEGA;259306;2018
LOMBARDIA 4;FORZA ITALIA;133433;2018
LOMBARDIA 4;FRATELLI D'ITALIA CON GIORGIA MELONI;36451;2018
LOMBARDIA 4;NOI CON L'ITALIA - UDC;6228;2018
LOMBARDIA 4;PARTITO DEMOCRATICO;187749;2018
LOMBARDIA 4;+EUROPA;20991;2018
LOMBARDIA 4;ITALIA EUROPA INSIEME;3984;2018
LOMBARDIA 4;CIVICA POPOLARE LORENZIN;3039;2018
LOMBARDIA 4;MOVIMENTO 5 STELLE;207830;2018
LOMBARDIA 4;LIBERI E UGUALI;24036;2018
LOMBARDIA 4;CASAPOUND ITALIA;12595;2018
LOMBARDIA 4;POTERE AL POPOLO!;7504;2018
LOMBARDIA 4;IL POPOLO DELLA FAMIGLIA;5286;2018
LOMBARDIA 4;ITALIA AGLI ITALIANI;3491;2018
LOMBARDIA 4;PER UNA SINISTRA RIVOLUZIONARIA;2459;2018
LOMBARDIA 4;10 VOLTE MEGLIO;1041;2018
LOMBARDIA 4;PARTITO REPUBBLICANO ITALIANO - ALA;944;2018
VENETO 1;LEGA;358360;2018
VENETO 1;FORZA ITALIA;115923;2018
VENETO 1;FRATELLI D'ITALIA CON GIORGIA MELONI;41844;2018
VENETO 1;NOI CON L'ITALIA - UDC;7688;2018
VENETO 1;MOVIMENTO 5 STELLE;280751;2018
VENETO 1;PARTITO DEMOCRATICO;196742;2018
VENETO 1;+EUROPA;31036;2018
VENETO 1;ITALIA EUROPA INSIEME;5600;2018
VENETO 1;CIVICA POPOLARE LORENZIN;4142;2018
VENETO 1;LIBERI E UGUALI;32963;2018
VENETO 1;IL POPOLO DELLA FAMIGLIA;10443;2018
VENETO 1;CASAPOUND ITALIA;8466;2018
VENETO 1;POTERE AL POPOLO!;8229;2018
VENETO 1;ITALIA AGLI ITALIANI;6250;2018
VENETO 1;GRANDE NORD;4106;2018
VENETO 1;PARTITO VALORE UMANO;4094;2018
VENETO 1;10 VOLTE MEGLIO;3950;2018
VENETO 1;PARTITO REPUBBLICANO ITALIANO - ALA;1066;2018
VENETO 2;LEGA;562008;2018
VENETO 2;FORZA ITALIA;185573;2018
VENETO 2;FRATELLI D'ITALIA CON GIORGIA MELONI;78126;2018
VENETO 2;NOI CON L'ITALIA - UDC;23850;2018
VENETO 2;MOVIMENTO 5 STELLE;414990;2018
VENETO 2;PARTITO DEMOCRATICO;281464;2018
VENETO 2;+EUROPA;46308;2018
VENETO 2;ITALIA EUROPA INSIEME;7491;2018
VENETO 2;CIVICA POPOLARE LORENZIN;7114;2018
VENETO 2;LIBERI E UGUALI;44660;2018
VENETO 2;IL POPOLO DELLA FAMIGLIA;19790;2018
VENETO 2;CASAPOUND ITALIA;19612;2018
VENETO 2;ITALIA AGLI ITALIANI;13163;2018
VENETO 2;POTERE AL POPOLO!;11211;2018
VENETO 2;GRANDE NORD;6846;2018
VENETO 2;10 VOLTE MEGLIO;6635;2018
VENETO 2;PARTITO VALORE UMANO;4269;2018
VENETO 2;PARTITO REPUBBLICANO ITALIANO - ALA;1827;2018
FRIULI-VENEZIA GIULIA;LEGA;178194;2018
FRIULI-VENEZIA GIULIA;FORZA ITALIA;73598;2018
FRIULI-VENEZIA GIULIA;FRATELLI D'ITALIA CON GIORGIA MELONI;36598;2018
FRIULI-VENEZIA GIULIA;NOI CON L'ITALIA - UDC;7753;2018
FRIULI-VENEZIA GIULIA;MOVIMENTO 5 STELLE;169299;2018
FRIULI-VENEZIA GIULIA;PARTITO DEMOCRATICO;129261;2018
FRIULI-VENEZIA GIULIA;+EUROPA;23525;2018
FRIULI-VENEZIA GIULIA;ITALIA EUROPA INSIEME;3288;2018
FRIULI-VENEZIA GIULIA;CIVICA POPOLARE LORENZIN;2929;2018
FRIULI-VENEZIA GIULIA;LIBERI E UGUALI;22079;2018
FRIULI-VENEZIA GIULIA;CASAPOUND ITALIA;8775;2018
FRIULI-VENEZIA GIULIA;PATTO PER L'AUTONOMIA;7079;2018
FRIULI-VENEZIA GIULIA;POTERE AL POPOLO!;5935;2018
FRIULI-VENEZIA GIULIA;ITALIA AGLI ITALIANI;5610;2018
FRIULI-VENEZIA GIULIA;IL POPOLO DELLA FAMIGLIA;4847;2018
FRIULI-VENEZIA GIULIA;PARTITO VALORE UMANO;2839;2018
FRIULI-VENEZIA GIULIA;10 VOLTE MEGLIO;1929;2018
FRIULI-VENEZIA GIULIA;PER UNA SINISTRA RIVOLUZIONARIA;1889;2018
FRIULI-VENEZIA GIULIA;SIAMO;1428;2018
FRIULI-VENEZIA GIULIA;LISTA DEL POPOLO PER LA COSTITUZIONE;865;2018
FRIULI-VENEZIA GIULIA;RINASCIMENTO MIR;772;2018
FRIULI-VENEZIA GIULIA;BLOCCO NAZIONALE PER LE LIBERTA';642;2018
LIGURIA;LEGA;171352;2018
LIGURIA;FORZA ITALIA;108907;2018
LIGURIA;FRATELLI D'ITALIA CON GIORGIA MELONI;32517;2018
LIGURIA;NOI CON L'ITALIA - UDC;7868;2018
LIGURIA;MOVIMENTO 5 STELLE;259264;2018
LIGURIA;PARTITO DEMOCRATICO;169766;2018
LIGURIA;+EUROPA;29129;2018
LIGURIA;ITALIA EUROPA INSIEME;5253;2018
LIGURIA;CIVICA POPOLARE LORENZIN;2923;2018
LIGURIA;LIBERI E UGUALI;38083;2018
LIGURIA;POTERE AL POPOLO!;11861;2018
LIGURIA;CASAPOUND ITALIA;8264;2018
LIGURIA;PARTITO COMUNISTA;5120;2018
LIGURIA;IL POPOLO DELLA FAMIGLIA;4336;2018
LIGURIA;PARTITO VALORE UMANO;1982;2018
LIGURIA;10 VOLTE MEGLIO;1844;2018
LIGURIA;PER UNA SINISTRA RIVOLUZIONARIA;1437;2018
LIGURIA;PARTITO REPUBBLICANO ITALIANO - ALA;686;2018
EMILIA-ROMAGNA;LEGA;486997;2018
EMILIA-ROMAGNA;FORZA ITALIA;251732;2018
EMILIA-ROMAGNA;FRATELLI D'ITALIA CON GIORGIA MELONI;84785;2018
EMILIA-ROMAGNA;NOI CON L'ITALIA - UDC;14535;2018
EMILIA-ROMAGNA;PARTITO DEMOCRATICO;668837;2018
EMILIA-ROMAGNA;+EUROPA;78175;2018
EMILIA-ROMAGNA;ITALIA EUROPA INSIEME;19393;2018
EMILIA-ROMAGNA;CIVICA POPOLARE LORENZIN;14195;2018
EMILIA-ROMAGNA;MOVIMENTO 5 STELLE;698204;2018
EMILIA-ROMAGNA;LIBERI E UGUALI;113814;2018
EMILIA-ROMAGNA;POTERE AL POPOLO!;29525;2018
EMILIA-ROMAGNA;IL POPOLO DELLA FAMIGLIA;17327;2018
EMILIA-ROMAGNA;CASAPOUND ITALIA;17245;2018
EMILIA-ROMAGNA;PARTITO COMUNISTA;16833;2018
EMILIA-ROMAGNA;ITALIA AGLI ITALIANI;11959;2018
EMILIA-ROMAGNA;PARTITO REPUBBLICANO ITALIANO - ALA;6264;2018
EMILIA-ROMAGNA;PER UNA SINISTRA RIVOLUZIONARIA;5364;2018
TOSCANA;PARTITO DEMOCRATICO;632507;2018
TOSCANA;+EUROPA;61582;2018
TOSCANA;ITALIA EUROPA INSIEME;15801;2018
TOSCANA;CIVICA POPOLARE LORENZIN;8618;2018
TOSCANA;LEGA;371396;2018
TOSCANA;FORZA ITALIA;212281;2018
TOSCANA;FRATELLI D'ITALIA CON GIORGIA MELONI;89093;2018
TOSCANA;NOI CON L'ITALIA - UDC;12194;2018
TOSCANA;MOVIMENTO 5 STELLE;527013;2018
TOSCANA;LIBERI E UGUALI;97691;2018
TOSCANA;POTERE AL POPOLO!;42286;2018
TOSCANA;CASAPOUND ITALIA;22250;2018
TOSCANA;PARTITO COMUNISTA;22166;2018
TOSCANA;IL POPOLO DELLA FAMIGLIA;10539;2018
TOSCANA;ITALIA AGLI ITALIANI;6024;2018
TOSCANA;PER UNA SINISTRA RIVOLUZIONARIA;3145;2018
UMBRIA;LEGA;103056;2018
UMBRIA;FORZA ITALIA;57368;2018
UMBRIA;FRATELLI D'ITALIA CON GIORGIA MELONI;25146;2018
UMBRIA;NOI CON L'ITALIA - UDC;2503;2018
UMBRIA;MOVIMENTO 5 STELLE;140731;2018
UMBRIA;PARTITO DEMOCRATICO;126856;2018
UMBRIA;+EUROPA;9770;2018
UMBRIA;CIVICA POPOLARE LORENZIN;2140;2018
UMBRIA;ITALIA EUROPA INSIEME;1899;2018
UMBRIA;LIBERI E UGUALI;15215;2018
UMBRIA;POTERE AL POPOLO!;6733;2018
UMBRIA;CASAPOUND ITALIA;6399;2018
UMBRIA;PARTITO COMUNISTA;4521;2018
UMBRIA;IL POPOLO DELLA FAMIGLIA;3817;2018
UMBRIA;ITALIA AGLI ITALIANI;2428;2018
UMBRIA;10 VOLTE MEGLIO;1009;2018
UMBRIA;PARTITO VALORE UMANO;921;2018
UMBRIA;PARTITO REPUBBLICANO ITALIANO - ALA;767;2018
MARCHE;MOVIMENTO 5 STELLE;316417;2018
MARCHE;LEGA;153742;2018
MARCHE;FORZA ITALIA;88305;2018
MARCHE;FRATELLI D'ITALIA CON GIORGIA MELONI;43289;2018
MARCHE;NOI CON L'ITALIA - UDC;8519;2018
MARCHE;PARTITO DEMOCRATICO;189847;2018
MARCHE;+EUROPA;17245;2018
MARCHE;ITALIA EUROPA INSIEME;5302;2018
MARCHE;CIVICA POPOLARE LORENZIN;3431;2018
MARCHE;LIBERI E UGUALI;26252;2018
MARCHE;CASAPOUND ITALIA;10117;2018
MARCHE;POTERE AL POPOLO!;9853;2018
MARCHE;IL POPOLO DELLA FAMIGLIA;7770;2018
MARCHE;PARTITO COMUNISTA;7619;2018
MARCHE;PARTITO VALORE UMANO;1241;2018
MARCHE;LISTA DEL POPOLO PER LA COSTITUZIONE;988;2018
LAZIO 1;LEGA;235311;2018
LAZIO 1;FORZA ITALIA;233812;2018
LAZIO 1;FRATELLI D'ITALIA CON GIORGIA MELONI;180293;2018
LAZIO 1;NOI CON L'ITALIA - UDC;13311;2018
LAZIO 1;MOVIMENTO 5 STELLE;657811;2018
LAZIO 1;PARTITO DEMOCRATICO;417062;2018
LAZIO 1;+EUROPA;81364;2018
LAZIO 1;ITALIA EUROPA INSIEME;10468;2018
LAZIO 1;CIVICA POPOLARE LORENZIN;7864;2018
LAZIO 1;LIBERI E UGUALI;83652;2018
LAZIO 1;POTERE AL POPOLO!;35858;2018
LAZIO 1;CASAPOUND ITALIA;32323;2018
LAZIO 1;IL POPOLO DELLA FAMIGLIA;11403;2018
LAZIO 1;PARTITO COMUNISTA;11194;2018
LAZIO 1;ITALIA AGLI ITALIANI;6808;2018
LAZIO 1;10 VOLTE MEGLIO;3620;2018
LAZIO 1;PER UNA SINISTRA RIVOLUZIONARIA;1941;2018
LAZIO 1;LISTA DEL POPOLO PER LA COSTITUZIONE;1550;2018
LAZIO 1;BLOCCO NAZIONALE PER LE LIBERTA';1187;2018
LAZIO 2;LEGA;175560;2018
LAZIO 2;FORZA ITALIA;173002;2018
LAZIO 2;FRATELLI D'ITALIA CON GIORGIA MELONI;70821;2018
LAZIO 2;NOI CON L'ITALIA - UDC;12440;2018
LAZIO 2;MOVIMENTO 5 STELLE;367767;2018
LAZIO 2;PARTITO DEMOCRATICO;161766;2018
LAZIO 2;+EUROPA;17968;2018
LAZIO 2;CIVICA POPOLARE LORENZIN;6922;2018
LAZIO 2;ITALIA EUROPA INSIEME;5184;2018
LAZIO 2;LIBERI E UGUALI;29987;2018
LAZIO 2;CASAPOUND ITALIA;19236;2018
LAZIO 2;POTERE AL POPOLO!;10968;2018
LAZIO 2;PARTITO COMUNISTA;6005;2018
LAZIO 2;IL POPOLO DELLA FAMIGLIA;4188;2018
LAZIO 2;ITALIA AGLI ITALIANI;3766;2018
LAZIO 2;PER UNA SINISTRA RIVOLUZIONARIA;1034;2018
LAZIO 2;LISTA DEL POPOLO PER LA COSTITUZIONE;841;2018
ABRUZZO;MOVIMENTO 5 STELLE;303006;2018
ABRUZZO;FORZA ITALIA;110427;2018
ABRUZZO;LEGA;105449;2018
ABRUZZO;FRATELLI D'ITALIA CON GIORGIA MELONI;37605;2018
ABRUZZO;NOI CON L'ITALIA - UDC;16688;2018
ABRUZZO;PARTITO DEMOCRATICO;108549;2018
ABRUZZO;+EUROPA;14419;2018
ABRUZZO;CIVICA POPOLARE LORENZIN;7337;2018
ABRUZZO;ITALIA EUROPA INSIEME;3544;2018
ABRUZZO;LIBERI E UGUALI;19793;2018
ABRUZZO;POTERE AL POPOLO!;9688;2018
ABRUZZO;CASAPOUND ITALIA;7811;2018
ABRUZZO;IL POPOLO DELLA FAMIGLIA;4987;2018
ABRUZZO;PARTITO COMUNISTA;4552;2018
ABRUZZO;ITALIA AGLI ITALIANI;3800;2018
ABRUZZO;10 VOLTE MEGLIO;1316;2018
ABRUZZO;PARTITO VALORE UMANO;1217;2018
MOLISE;MOVIMENTO 5 STELLE;78093;2018
MOLISE;FORZA ITALIA;28079;2018
MOLISE;LEGA;15129;2018
MOLISE;FRATELLI D'ITALIA CON GIORGIA MELONI;5390;2018
MOLISE;NOI CON L'ITALIA - UDC;3383;2018
MOLISE;PARTITO DEMOCRATICO;26499;2018
MOLISE;CIVICA POPOLARE LORENZIN;2171;2018
MOLISE;+EUROPA;2103;2018
MOLISE;ITALIA EUROPA INSIEME;856;2018
MOLISE;LIBERI E UGUALI;6483;2018
MOLISE;POTERE AL POPOLO!;1927;2018
MOLISE;CASAPOUND ITALIA;1450;2018
MOLISE;PARTITO COMUNISTA;1042;2018
MOLISE;PARTITO VALORE UMANO;756;2018
MOLISE;ITALIA AGLI ITALIANI;628;2018
MOLISE;BLOCCO NAZIONALE PER LE LIBERTA';241;2018
MOLISE;PARTITO REPUBBLICANO ITALIANO - ALA;99;2018
CAMPANIA 1;MOVIMENTO 5 STELLE;828359;2018
CAMPANIA 1;FORZA ITALIA;275772;2018
CAMPANIA 1;LEGA;44246;2018
CAMPANIA 1;FRATELLI D'ITALIA CON GIORGIA MELONI;39491;2018
CAMPANIA 1;NOI CON L'ITALIA - UDC;23805;2018
CAMPANIA 1;PARTITO DEMOCRATICO;186596;2018
CAMPANIA 1;+EUROPA;18626;2018
CAMPANIA 1;CIVICA POPOLARE LORENZIN;7199;2018
CAMPANIA 1;ITALIA EUROPA INSIEME;6421;2018
CAMPANIA 1;LIBERI E UGUALI;47481;2018
CAMPANIA 1;POTERE AL POPOLO!;27376;2018
CAMPANIA 1;IL POPOLO DELLA FAMIGLIA;7921;2018
CAMPANIA 1;CASAPOUND ITALIA;6823;2018
CAMPANIA 1;ITALIA AGLI ITALIANI;5250;2018
CAMPANIA 1;PARTITO REPUBBLICANO ITALIANO - ALA;2808;2018
CAMPANIA 1;PER UNA SINISTRA RIVOLUZIONARIA;2040;2018
CAMPANIA 2;MOVIMENTO 5 STELLE;659146;2018
CAMPANIA 2;FORZA ITALIA;273291;2018
CAMPANIA 2;LEGA;85186;2018
CAMPANIA 2;FRATELLI D'ITALIA CON GIORGIA MELONI;65306;2018
CAMPANIA 2;NOI CON L'ITALIA - UDC;26776;2018
CAMPANIA 2;PARTITO DEMOCRATICO;210088;2018
CAMPANIA 2;CIVICA POPOLARE LORENZIN;22329;2018
CAMPANIA 2;+EUROPA;22303;2018
CAMPANIA 2;ITALIA EUROPA INSIEME;19642;2018
CAMPANIA 2;LIBERI E UGUALI;41441;2018
CAMPANIA 2;POTERE AL POPOLO!;18136;2018
CAMPANIA 2;ITALIA AGLI ITALIANI;10014;2018
CAMPANIA 2;IL POPOLO DELLA FAMIGLIA;7975;2018
CAMPANIA 2;CASAPOUND ITALIA;7571;2018
CAMPANIA 2;PARTITO COMUNISTA;4574;2018
CAMPANIA 2;PARTITO VALORE UMANO;2582;2018
CAMPANIA 2;10 VOLTE MEGLIO;1497;2018
CAMPANIA 2;PER UNA SINISTRA RIVOLUZIONARIA;1373;2018
CAMPANIA 2;LISTA DEL POPOLO PER LA COSTITUZIONE;853;2018
PUGLIA;MOVIMENTO 5 STELLE;981580;2018
PUGLIA;FORZA ITALIA;409401;2018
PUGLIA;LEGA;135125;2018
PUGLIA;FRATELLI D'ITALIA CON GIORGIA MELONI;82098;2018
PUGLIA;NOI CON L'ITALIA - UDC;76026;2018
PUGLIA;PARTITO DEMOCRATICO;298772;2018
PUGLIA;+EUROPA;29563;2018
PUGLIA;ITALIA EUROPA INSIEME;11997;2018
PUGLIA;CIVICA POPOLARE LORENZIN;11332;2018
PUGLIA;LIBERI E UGUALI;76593;2018
PUGLIA;POTERE AL POPOLO!;21279;2018
PUGLIA;CASAPOUND ITALIA;16340;2018
PUGLIA;IL POPOLO DELLA FAMIGLIA;12112;2018
PUGLIA;ITALIA AGLI ITALIANI;6965;2018
PUGLIA;PARTITO COMUNISTA;6059;2018
PUGLIA;PARTITO VALORE UMANO;3087;2018
PUGLIA;10 VOLTE MEGLIO;3073;2018
PUGLIA;PARTITO REPUBBLICANO ITALIANO - ALA;2758;2018
BASILICATA;MOVIMENTO 5 STELLE;139158;2018
BASILICATA;FORZA ITALIA;38906;2018
BASILICATA;LEGA;19704;2018
BASILICATA;FRATELLI D'ITALIA CON GIORGIA MELONI;11587;2018
BASILICATA;NOI CON L'ITALIA - UDC;9468;2018
BASILICATA;PARTITO DEMOCRATICO;50653;2018
BASILICATA;CIVICA POPOLARE LORENZIN;3847;2018
BASILICATA;+EUROPA;3783;2018
BASILICATA;ITALIA EUROPA INSIEME;3264;2018
BASILICATA;LIBERI E UGUALI;20219;2018
BASILICATA;POTERE AL POPOLO!;4027;2018
BASILICATA;CASAPOUND ITALIA;2051;2018
BASILICATA;IL POPOLO DELLA FAMIGLIA;1875;2018
BASILICATA;PARTITO COMUNISTA;1511;2018
BASILICATA;PARTITO VALORE UMANO;803;2018
BASILICATA;BLOCCO NAZIONALE PER LE LIBERTA';791;2018
BASILICATA;10 VOLTE MEGLIO;738;2018
BASILICATA;LISTA DEL POPOLO PER LA COSTITUZIONE;685;2018
BASILICATA;PER UNA SINISTRA RIVOLUZIONARIA;649;2018
CALABRIA;MOVIMENTO 5 STELLE;406684;2018
CALABRIA;FORZA ITALIA;188667;2018
CALABRIA;LEGA;52676;2018
CALABRIA;FRATELLI D'ITALIA CON GIORGIA MELONI;42733;2018
CALABRIA;NOI CON L'ITALIA - UDC;17675;2018
CALABRIA;PARTITO DEMOCRATICO;134511;2018
CALABRIA;+EUROPA;9414;2018
CALABRIA;ITALIA EUROPA INSIEME;8873;2018
CALABRIA;CIVICA POPOLARE LORENZIN;7669;2018
CALABRIA;LIBERI E UGUALI;26722;2018
CALABRIA;POTERE AL POPOLO!;10201;2018
CALABRIA;CASAPOUND ITALIA;7103;2018
CALABRIA;ITALIA AGLI ITALIANI;6593;2018
CALABRIA;IL POPOLO DELLA FAMIGLIA;5931;2018
CALABRIA;PARTITO VALORE UMANO;4825;2018
CALABRIA;PARTITO COMUNISTA;4504;2018
CALABRIA;PER UNA SINISTRA RIVOLUZIONARIA;1508;2018
CALABRIA;LISTA DEL POPOLO PER LA COSTITUZIONE;1421;2018
SICILIA 1;MOVIMENTO 5 STELLE;538853;2018
SICILIA 1;FORZA ITALIA;236673;2018
SICILIA 1;LEGA;58015;2018
SICILIA 1;FRATELLI D'ITALIA CON GIORGIA MELONI;40011;2018
SICILIA 1;NOI CON L'ITALIA - UDC;33297;2018
SICILIA 1;PARTITO DEMOCRATICO;118461;2018
SICILIA 1;+EUROPA;13663;2018
SICILIA 1;ITALIA EUROPA INSIEME;5352;2018
SICILIA 1;CIVICA POPOLARE LORENZIN;4722;2018
SICILIA 1;LIBERI E UGUALI;35286;2018
SICILIA 1;IL POPOLO DELLA FAMIGLIA;14148;2018
SICILIA 1;POTERE AL POPOLO!;8395;2018
SICILIA 1;ITALIA AGLI ITALIANI;4889;2018
SICILIA 1;CASAPOUND ITALIA;4066;2018
SICILIA 1;PARTITO COMUNISTA;1907;2018
SICILIA 1;LISTA DEL POPOLO PER LA COSTITUZIONE;1346;2018
SICILIA 2;MOVIMENTO 5 STELLE;642504;2018
SICILIA 2;FORZA ITALIA;263589;2018
SICILIA 2;LEGA;65896;2018
SICILIA 2;FRATELLI D'ITALIA CON GIORGIA MELONI;48345;2018
SICILIA 2;NOI CON L'ITALIA - UDC;22872;2018
